customer_id;fisrt_name;second_name;gender;date_of_birth;city;state;occupation;customer_segment;annual_income;join_date
C02067;Olivia;Moore;Female;23/02/1976;Boston;Massachusetts;Student;Retail;334629,4;02/02/2019
C02068;Joseph;Lopez;Male;16/08/1963;San Diego;California;Student;Retail;511420,12;19/12/2018
C02069;James;Hernandez;Male;02/03/2002;Nashville;Tennessee;Retired;Retail;291980,59;23/03/2020
C02070;Hannah;Miller;Female;07/04/1990;Jacksonville;Florida;Business Owner;Retail;180000;12/01/2023
C02071;Emily;Smith;Female;01/10/1995;Jacksonville;Florida;Self Employed;Corporate;967091,86;12/07/2020
C02072;Daniel;Davis;Male;23/01/1964;Los Angeles;California;Student;SME;567026,88;23/01/2025
C02073;Ella;Martinez;Female;28/09/2004;Philadelphia;Pennsylvania;Salaried;Corporate;749998,92;02/01/2021
C02074;Robert;Brown;Male;09/04/1984;San Jose;California;Business Owner;Retail;865185,19;19/11/2021
C02075;Scarlett;Taylor;Female;24/12/1965;San Jose;California;Freelancer;SME;252000;07/02/2022
C02076;Lucas;Martinez;Male;04/11/1998;San Antonio;Texas;Business Owner;SME;267013,68;16/02/2018
C02077;William;Williams;Male;23/01/1975;Austin;Texas;Self Employed;Retail;824503,45;30/11/2018
C02078;John;Martinez;Male;07/11/1961;Seattle;Washington;Retired;Premium;706649,04;03/03/2022
C02079;Andrew;Anderson;Male;22/07/1995;San Diego;California;Self Employed;SME;919330,89;24/05/2022
C02080;Charles;Martin;Male;23/10/1970;Phoenix;Arizona;Self Employed;Retail;907999,71;06/02/2026
C02081;Charles;Hernandez;Male;14/12/1981;Charlotte;North Carolina;Student;Retail;851140,39;20/06/2023
C02082;Grace;Jones;Female;20/12/1992;Seattle;Washington;Self Employed;Premium;1323502,79;20/11/2018
C02083;Abigail;Thomas;Female;28/11/1972;Charlotte;North Carolina;Retired;SME;992823,03;18/10/2021
C02084;Ella;Miller;Female;06/06/1963;Fort Worth;Texas;Salaried;SME;303016,34;24/04/2021
C02085;Mia;Gonzalez;Female;06/11/2003;Seattle;Washington;Student;Retail;284783,62;21/01/2021
C02086;James;Davis;Male;16/05/1977;Seattle;Washington;Salaried;Premium;1050803,84;23/12/2022
C02087;Amelia;Jones;Female;24/07/1978;Houston;Texas;Student;Retail;523262,07;14/06/2023
C02088;Joseph;Smith;Male;28/03/1986;Los Angeles;California;Business Owner;Retail;198732,57;08/08/2020
C02089;Victoria;Taylor;Female;13/12/1968;Jacksonville;Florida;Salaried;Retail;457353,57;04/06/2020
C02090;Mia;Brown;Female;02/07/1993;Dallas;Texas;Self Employed;Retail;719429,49;13/11/2022
C02091;Joshua;Johnson;Male;05/01/1983;Chicago;Illinois;Salaried;Corporate;1155208,05;05/06/2020
C02092;Scarlett;Rodriguez;Female;04/10/1962;Boston;Massachusetts;Business Owner;Wealth;1546928,16;10/10/2019
C02093;Benjamin;Martin;Male;19/06/1989;Los Angeles;California;Student;Retail;498628,52;20/06/2018
C02094;Olivia;Martin;Female;18/12/1999;Houston;Texas;Business Owner;Retail;204856,91;24/01/2021
C02095;Olivia;Brown;Female;11/01/1968;Columbus;Ohio;Self Employed;Retail;506742,42;06/10/2023
C02096;Emily;Johnson;Female;01/09/1967;San Diego;California;Retired;Premium;360815,44;15/05/2020
C02097;David;Wilson;Male;13/06/1978;Seattle;Washington;Salaried;Wealth;899482,2;14/07/2023
C02098;Anthony;Gonzalez;Male;11/01/1991;Los Angeles;California;Student;Premium;686726,59;26/07/2019
C02099;Emma;Moore;Female;01/07/1994;Phoenix;Arizona;Salaried;Retail;180000;21/06/2019
C02100;Matthew;Thomas;Male;12/02/1982;Chicago;Illinois;Student;Retail;216816,71;01/08/2020
C02101;Robert;Miller;Male;26/08/1987;Phoenix;Arizona;Business Owner;Retail;395980,56;13/06/2019
C02102;James;Martinez;Male;03/05/1976;Houston;Texas;Freelancer;Retail;500637,64;18/03/2022
C02103;Nicholas;Brown;Male;04/04/1983;Fort Worth;Texas;Retired;Premium;2052474,19;24/11/2018
C02104;Hannah;Rodriguez;Female;18/10/2000;Indianapolis;Indiana;Student;Retail;767490,75;20/05/2019
C02105;Natalie;Martin;Female;11/04/1975;Fort Worth;Texas;Retired;Premium;786123,36;29/01/2018
C02106;Ava;Wilson;Female;02/08/2003;Houston;Texas;Self Employed;Corporate;3235448,35;25/01/2018
C02107;David;Taylor;Male;06/03/1996;Charlotte;North Carolina;Freelancer;Retail;341581,61;03/12/2025
C02108;Natalie;Brown;Female;07/08/2004;Indianapolis;Indiana;Business Owner;Corporate;438898,57;13/06/2018
C02109;Evelyn;Brown;Female;11/03/1995;San Jose;California;Retired;Retail;261964,05;28/08/2024
C02110;David;Thomas;Male;15/03/1976;Indianapolis;Indiana;Salaried;Retail;180000;14/07/2019
C02111;Charlotte;Martin;Female;01/03/2003;Phoenix;Arizona;Business Owner;Premium;324000;21/07/2019
C02112;Charlotte;Rodriguez;Female;22/08/1979;Boston;Massachusetts;Business Owner;Retail;489395,25;08/08/2021
C02113;Charles;Miller;Male;23/05/1981;Jacksonville;Florida;Self Employed;Retail;801488,69;07/03/2024
C02114;Joshua;Wilson;Male;01/01/1967;New York;New York;Self Employed;Premium;691883,55;07/11/2022
C02115;Evelyn;Garcia;Female;15/08/1968;Boston;Massachusetts;Student;Retail;329211,04;08/05/2021
C02116;Olivia;Moore;Female;01/08/1961;San Antonio;Texas;Retired;Retail;372689,97;06/07/2021
C02117;Lily;Miller;Female;26/09/1999;San Diego;California;Freelancer;Retail;505957,33;03/05/2021
C02118;Thomas;Hernandez;Male;09/08/1968;Indianapolis;Indiana;Student;Retail;566295,03;01/02/2023
C02119;Daniel;Smith;Male;19/06/1968;Jacksonville;Florida;Self Employed;SME;1090408,03;04/12/2025
C02120;Emily;Williams;Female;22/09/1972;San Jose;California;Freelancer;Wealth;2454160,92;18/10/2018
C02121;David;Jackson;Male;09/08/1996;San Diego;California;Retired;Retail;428221,68;03/11/2025
C02122;Lily;Jones;Female;24/08/2003;Nashville;Tennessee;Retired;Premium;840914,26;02/12/2025
C02123;Sophia;Taylor;Female;19/01/1987;Denver;Colorado;Business Owner;Corporate;1711085,16;05/06/2020
C02124;Michael;Brown;Male;08/12/1968;Nashville;Tennessee;Freelancer;Wealth;916759,59;23/02/2024
C02125;Harper;Davis;Female;03/11/1994;Philadelphia;Pennsylvania;Self Employed;Premium;1418495,72;27/10/2020
C02126;Anthony;Martinez;Male;03/12/1960;San Antonio;Texas;Self Employed;Retail;369238,4;20/08/2024
C02127;Harper;Anderson;Female;10/08/1979;Los Angeles;California;Freelancer;Retail;1217562,01;27/08/2023
C02128;John;Brown;Male;25/09/1964;Seattle;Washington;Business Owner;Retail;245980,68;16/05/2025
C02129;Mia;Johnson;Female;13/02/1978;Jacksonville;Florida;Retired;Retail;393109,35;16/03/2025
C02130;Evelyn;Lopez;Female;15/05/1985;Fort Worth;Texas;Salaried;Corporate;1133742,24;15/08/2025
C02131;Christopher;Wilson;Male;22/07/1992;Denver;Colorado;Salaried;Retail;180000;18/12/2024
C02132;Emma;Brown;Female;13/04/1969;Jacksonville;Florida;Salaried;SME;252000;23/04/2022
C02133;Olivia;Smith;Female;04/01/1968;San Antonio;Texas;Business Owner;Retail;362594,62;15/09/2021
C02134;Robert;Garcia;Male;13/09/2002;San Jose;California;Self Employed;Retail;640534,64;09/11/2020
C02135;Christopher;Lopez;Male;01/05/1987;San Antonio;Texas;Business Owner;Retail;364544,84;30/08/2025
C02136;Chloe;Martin;Female;14/02/1982;San Jose;California;Business Owner;Retail;341686,65;09/10/2018
C02137;Harper;Williams;Female;16/10/1997;San Diego;California;Salaried;SME;918250,61;01/10/2023
C02138;Ella;Hernandez;Female;28/08/1980;Jacksonville;Florida;Business Owner;Retail;328294,61;23/09/2019
C02139;William;Brown;Male;14/11/1992;Columbus;Ohio;Salaried;Retail;711447,85;29/10/2024
C02140;Scarlett;Gonzalez;Female;09/04/1964;Boston;Massachusetts;Retired;Premium;1666229,13;18/06/2023
C02141;Anthony;Rodriguez;Male;05/06/1977;San Antonio;Texas;Business Owner;Premium;446758,87;25/07/2021
C02142;Ryan;Thomas;Male;12/04/1989;Dallas;Texas;Retired;Corporate;669619,61;11/08/2021
C02143;Nicholas;Garcia;Male;08/11/2000;San Diego;California;Self Employed;Premium;3545200,57;18/05/2025
C02144;David;Jones;Male;23/03/1960;Los Angeles;California;Salaried;Premium;428165,75;20/12/2021
C02145;Olivia;Garcia;Female;11/03/1998;Dallas;Texas;Self Employed;Retail;992944,95;17/06/2018
C02146;Emma;Wilson;Female;24/10/1966;San Jose;California;Retired;Retail;419553,53;05/02/2022
C02147;Lucas;Thomas;Male;03/05/2002;Indianapolis;Indiana;Self Employed;Retail;401869,24;16/01/2018
C02148;Victoria;Anderson;Female;05/12/1993;San Antonio;Texas;Salaried;SME;385723,62;25/05/2024
C02149;William;Martin;Male;21/04/1970;Houston;Texas;Student;Corporate;1363282,43;17/09/2022
C02150;Ryan;Lopez;Male;07/09/1978;Los Angeles;California;Freelancer;Retail;201569,19;15/03/2025
C02151;Natalie;Smith;Female;26/02/1983;Charlotte;North Carolina;Business Owner;Retail;417037,29;24/10/2021
C02152;Robert;Thomas;Male;20/07/1979;New York;New York;Freelancer;Retail;750201,11;25/04/2023
C02153;Thomas;Brown;Male;17/10/1988;San Antonio;Texas;Salaried;SME;344394,39;11/12/2025
C02154;Grace;Anderson;Female;28/05/1980;Seattle;Washington;Student;Corporate;1086264,3;04/01/2023
C02155;John;Williams;Male;09/12/1980;Austin;Texas;Retired;Retail;710756,51;20/11/2023
C02156;Matthew;Hernandez;Male;20/09/1994;Houston;Texas;Business Owner;Premium;2890290,04;16/07/2024
C02157;James;Taylor;Male;20/08/1980;Houston;Texas;Student;Retail;499458,8;02/03/2024
C02158;Lucas;Jackson;Male;18/05/1992;Philadelphia;Pennsylvania;Freelancer;Retail;370724,26;16/05/2023
C02159;Daniel;Hernandez;Male;08/03/1965;Nashville;Tennessee;Freelancer;Premium;981126,97;28/09/2021
C02160;Charles;Taylor;Male;04/09/1995;Seattle;Washington;Retired;Retail;597249,51;03/07/2019
C02161;Henry;Brown;Male;01/08/2001;Charlotte;North Carolina;Salaried;SME;398501,49;06/02/2023
C02162;Nicholas;Davis;Male;16/04/1968;Dallas;Texas;Self Employed;Corporate;1074198,53;30/01/2021
C02163;Lily;Lopez;Female;22/07/2002;Columbus;Ohio;Student;Retail;310162,1;25/09/2023
C02164;Scarlett;Jones;Female;26/09/1986;San Diego;California;Self Employed;Premium;486435,85;20/02/2019
C02165;Zoe;Martin;Female;04/04/2002;Columbus;Ohio;Freelancer;Retail;377965,52;15/05/2018
C02166;Olivia;Smith;Female;03/11/1968;Seattle;Washington;Freelancer;Retail;623261,65;21/02/2021
C02167;William;Taylor;Male;12/05/1962;Seattle;Washington;Business Owner;Wealth;1380589,05;03/06/2023
C02168;Lily;Thomas;Female;04/12/2001;San Antonio;Texas;Freelancer;Corporate;527332,65;31/05/2022
C02169;Mia;Williams;Female;24/02/1998;Phoenix;Arizona;Retired;Retail;1298898,26;07/08/2018
C02170;Lily;Hernandez;Female;10/11/1974;Seattle;Washington;Student;SME;746914,07;22/04/2023
C02171;Amelia;Hernandez;Female;25/01/1978;Indianapolis;Indiana;Salaried;Wealth;2238127,83;29/09/2018
C02172;Matthew;Johnson;Male;20/03/1973;Phoenix;Arizona;Business Owner;Retail;260538,18;13/07/2024
C02173;Charles;Davis;Male;23/08/1983;Austin;Texas;Salaried;SME;855122,76;17/09/2023
C02174;Benjamin;Gonzalez;Male;07/12/1995;Seattle;Washington;Self Employed;Premium;619087,1;17/07/2020
C02175;Ryan;Davis;Male;13/02/1979;Austin;Texas;Retired;SME;787042,28;08/11/2022
C02176;Sophia;Anderson;Female;07/08/1961;Houston;Texas;Freelancer;Retail;610882,91;02/02/2025
C02177;Anthony;Jackson;Male;10/09/1982;Denver;Colorado;Student;Premium;1729362,22;18/09/2018
C02178;Chloe;Williams;Female;01/06/1960;Seattle;Washington;Salaried;SME;803681,42;22/07/2020
C02179;Lily;Anderson;Female;16/11/1977;Charlotte;North Carolina;Business Owner;Retail;260925,03;16/04/2018
C02180;Christopher;Brown;Male;28/12/1997;Los Angeles;California;Self Employed;Retail;338767,24;06/10/2022
C02181;Thomas;Smith;Male;24/10/1961;New York;New York;Student;Premium;435815,75;25/03/2022
C02182;David;Gonzalez;Male;20/02/1989;Dallas;Texas;Business Owner;Corporate;2141797,04;03/06/2022
C02183;Grace;Johnson;Female;26/03/1977;Chicago;Illinois;Retired;Wealth;1918464,24;07/08/2024
C02184;Benjamin;Moore;Male;07/02/1962;Houston;Texas;Student;Premium;1637768,21;27/01/2023
C02185;James;Williams;Male;05/06/1964;Dallas;Texas;Retired;Premium;558788,22;04/11/2019
C02186;Henry;Martin;Male;03/06/1975;Austin;Texas;Salaried;Retail;404537,48;01/03/2024
C02187;Evelyn;Taylor;Female;25/08/1975;Boston;Massachusetts;Retired;Retail;239195,24;08/02/2025
C02188;Benjamin;Miller;Male;25/10/1982;Dallas;Texas;Business Owner;Retail;180000;25/10/2024
C02189;Chloe;Hernandez;Female;28/04/1961;San Jose;California;Business Owner;Wealth;3181788;18/09/2018
C02190;Joshua;Johnson;Male;22/05/1977;Indianapolis;Indiana;Retired;Retail;483929,55;04/01/2018
C02191;Amelia;Anderson;Female;08/04/1990;Jacksonville;Florida;Freelancer;Retail;769938,59;30/05/2023
C02192;Abigail;Moore;Female;05/04/1997;Fort Worth;Texas;Retired;Retail;180000;21/07/2021
C02193;Natalie;Martin;Female;28/03/1964;Fort Worth;Texas;Student;Premium;494516,11;18/04/2025
C02194;Thomas;Lopez;Male;17/02/1987;Charlotte;North Carolina;Salaried;Retail;1151798,56;09/02/2026
C02195;Anthony;Brown;Male;03/04/1990;Houston;Texas;Student;Retail;496314,54;26/05/2023
C02196;Emma;Davis;Female;21/03/1986;San Diego;California;Salaried;Retail;767524,8;05/07/2018
C02197;James;Hernandez;Male;21/07/2002;San Jose;California;Student;Retail;407120,4;15/03/2025
C02198;Ella;Martinez;Female;05/01/2001;Phoenix;Arizona;Business Owner;SME;1500014,87;05/01/2020
C02199;Zoe;Taylor;Female;02/07/1960;Denver;Colorado;Freelancer;Retail;310880,13;02/10/2025
C02200;Joshua;Brown;Male;22/01/2004;Columbus;Ohio;Business Owner;Retail;643964,94;21/09/2019
C02201;John;Garcia;Male;16/07/1985;Philadelphia;Pennsylvania;Salaried;Retail;349899,19;26/01/2019
C02202;Lily;Jones;Female;07/04/1987;Boston;Massachusetts;Salaried;SME;632465,13;10/05/2018
C02203;Nicholas;Brown;Male;05/10/1974;Boston;Massachusetts;Freelancer;Retail;271853,04;19/11/2024
C02204;Matthew;Martin;Male;25/02/1964;Denver;Colorado;Self Employed;Retail;460828,58;13/03/2025
C02205;Charlotte;Miller;Female;17/03/1983;Philadelphia;Pennsylvania;Freelancer;Retail;180000;06/03/2021
C02206;Emma;Gonzalez;Female;10/04/1968;San Diego;California;Student;Retail;291880,74;21/01/2018
C02207;Charlotte;Anderson;Female;17/10/1976;San Antonio;Texas;Self Employed;Retail;311683,34;27/11/2022
C02208;Charlotte;Hernandez;Female;16/11/2000;Jacksonville;Florida;Self Employed;Premium;1257812,87;22/12/2024
C02209;Emma;Wilson;Female;13/06/1974;Houston;Texas;Student;SME;381067,48;17/05/2022
C02210;John;Jackson;Male;28/04/1983;Jacksonville;Florida;Self Employed;Premium;729215,3;15/07/2022
C02211;David;Anderson;Male;06/06/2004;Seattle;Washington;Business Owner;Retail;180000;03/05/2020
C02212;Chloe;Jackson;Female;23/12/1997;San Jose;California;Freelancer;Premium;552453,89;20/10/2020
C02213;Charles;Jones;Male;23/04/1978;San Diego;California;Business Owner;Corporate;396000;29/04/2023
C02214;Thomas;Smith;Male;15/11/1970;San Jose;California;Business Owner;SME;853760,77;16/01/2021
C02215;Charles;Johnson;Male;14/05/2002;Charlotte;North Carolina;Student;Retail;442567,93;19/02/2019
C02216;Benjamin;Wilson;Male;10/03/1994;San Jose;California;Student;Premium;890272,98;29/01/2019
C02217;Victoria;Thomas;Female;17/11/1974;Austin;Texas;Salaried;Retail;279434,85;30/04/2018
C02218;Charles;Garcia;Male;26/08/1961;Denver;Colorado;Business Owner;Retail;986161,45;06/01/2024
C02219;Lucas;Garcia;Male;18/08/1987;Nashville;Tennessee;Salaried;SME;534381,99;15/03/2021
C02220;Robert;Brown;Male;25/10/1972;Jacksonville;Florida;Freelancer;Retail;678394,54;26/06/2024
C02221;Ryan;Martin;Male;10/12/1984;Los Angeles;California;Student;Retail;180000;23/07/2019
C02222;Henry;Hernandez;Male;10/11/1997;New York;New York;Self Employed;Retail;351187,9;14/03/2025
C02223;Hannah;Gonzalez;Female;23/07/2004;Boston;Massachusetts;Freelancer;Retail;400704,17;05/03/2024
C02224;Nicholas;Martin;Male;08/06/1973;Charlotte;North Carolina;Salaried;Premium;450460,06;02/07/2022
C02225;Amelia;Rodriguez;Female;09/10/1996;Fort Worth;Texas;Freelancer;Corporate;669002,93;14/09/2022
C02226;Scarlett;Hernandez;Female;22/04/2002;Philadelphia;Pennsylvania;Salaried;Retail;651347,01;03/03/2026
C02227;Andrew;Anderson;Male;16/07/1964;Chicago;Illinois;Salaried;Premium;1027881,94;30/06/2021
C02228;Robert;Jones;Male;17/03/1962;Austin;Texas;Retired;Premium;1563052,19;02/10/2024
C02229;Grace;Martin;Female;05/05/1975;Houston;Texas;Retired;Retail;665263,87;05/12/2020
C02230;Hannah;Martinez;Female;11/04/1963;San Jose;California;Retired;Retail;351215,49;13/02/2019
C02231;Zoe;Hernandez;Female;02/07/1994;Charlotte;North Carolina;Salaried;Retail;597628,91;12/04/2020
C02232;Zoe;Miller;Female;22/10/1966;Chicago;Illinois;Salaried;Retail;1117513,16;04/05/2019
C02233;Charlotte;Miller;Female;28/08/1994;Houston;Texas;Student;Premium;1332708,44;08/04/2022
C02234;Natalie;Martinez;Female;20/04/1987;Philadelphia;Pennsylvania;Retired;Retail;1825729,23;01/04/2019
C02235;Joshua;Jones;Male;10/10/1967;Charlotte;North Carolina;Freelancer;Retail;514756,46;30/08/2020
C02236;Mia;Taylor;Female;11/04/1981;San Antonio;Texas;Salaried;Retail;519801,04;24/07/2022
C02237;Benjamin;Hernandez;Male;11/06/1976;Los Angeles;California;Salaried;Retail;222245,89;24/07/2019
C02238;Emma;Lopez;Female;24/08/1978;Nashville;Tennessee;Retired;SME;1335107,23;24/11/2023
C02239;Benjamin;Thomas;Male;20/07/1987;Seattle;Washington;Business Owner;Retail;1648633,75;11/03/2019
C02240;Lucas;Jackson;Male;24/12/2000;Fort Worth;Texas;Business Owner;Retail;208469,32;31/01/2022
C02241;Grace;Moore;Female;28/03/1978;Philadelphia;Pennsylvania;Student;Wealth;1111755,9;30/06/2019
C02242;Andrew;Wilson;Male;01/06/1985;Los Angeles;California;Business Owner;Retail;867966,06;02/05/2025
C02243;Emily;Taylor;Female;01/04/1967;Jacksonville;Florida;Salaried;Wealth;956966,46;08/11/2025
C02244;David;Smith;Male;01/02/1988;Dallas;Texas;Freelancer;Retail;887501,45;18/01/2021
C02245;Ryan;Jones;Male;18/03/1991;Dallas;Texas;Business Owner;Retail;428437,76;25/05/2025
C02246;Olivia;Johnson;Female;05/04/1968;Jacksonville;Florida;Student;Premium;404230,93;31/08/2021
C02247;Joseph;Rodriguez;Male;12/04/1993;Boston;Massachusetts;Salaried;Wealth;1499813,19;22/02/2026
C02248;William;Martinez;Male;20/08/1977;Los Angeles;California;Business Owner;SME;301801,05;20/12/2022
C02249;Harper;Jones;Female;17/11/1970;Philadelphia;Pennsylvania;Retired;Premium;1408377,85;17/06/2018
C02250;John;Martinez;Male;08/09/1989;Austin;Texas;Business Owner;Retail;261248,57;13/11/2018
C02251;Charlotte;Moore;Female;26/03/1981;Dallas;Texas;Student;Corporate;1277867,47;26/03/2024
C02252;John;Lopez;Male;24/05/1989;Boston;Massachusetts;Salaried;SME;278578,44;29/04/2022
C02253;Anthony;Brown;Male;18/08/1982;Columbus;Ohio;Salaried;Premium;444780,94;27/06/2020
C02254;Natalie;Moore;Female;08/05/1988;Jacksonville;Florida;Business Owner;SME;498642,98;13/07/2023
C02255;Amelia;Moore;Female;10/10/1997;New York;New York;Salaried;Premium;434243,36;26/03/2022
C02256;Scarlett;Davis;Female;11/07/1963;Los Angeles;California;Salaried;Retail;282963,27;06/12/2018
C02257;Hannah;Martinez;Female;15/03/1980;Denver;Colorado;Retired;Retail;883506,77;10/03/2024
C02258;John;Gonzalez;Male;08/06/1968;San Antonio;Texas;Freelancer;Premium;807642,99;15/11/2024
C02259;Ryan;Wilson;Male;10/05/1978;Phoenix;Arizona;Freelancer;Retail;828638,29;31/07/2019
C02260;Abigail;Moore;Female;10/04/1971;Charlotte;North Carolina;Salaried;Retail;625739,89;28/01/2026
C02261;Olivia;Smith;Female;28/04/1981;Phoenix;Arizona;Retired;Retail;199852,14;28/04/2018
C02262;Matthew;Miller;Male;19/08/1971;Jacksonville;Florida;Freelancer;SME;542910,7;15/08/2019
C02263;Henry;Anderson;Male;20/11/1981;Houston;Texas;Retired;Retail;300543,5;04/05/2022
C02264;Daniel;Lopez;Male;01/05/1962;Houston;Texas;Student;SME;339385,37;09/10/2019
C02265;Lucas;Moore;Male;06/05/1991;San Diego;California;Business Owner;Premium;384914,25;04/09/2025
C02266;Henry;Miller;Male;13/03/1997;New York;New York;Self Employed;Retail;745848,26;12/05/2019
C02267;Joseph;Martinez;Male;17/03/1997;Nashville;Tennessee;Self Employed;Retail;713949,12;04/07/2018
C02268;Anthony;Garcia;Male;19/11/1966;Indianapolis;Indiana;Student;Retail;541478,6;10/10/2024
C02269;Sophia;Garcia;Female;02/10/1965;Charlotte;North Carolina;Salaried;Retail;523832,56;24/03/2022
C02270;Mia;Taylor;Female;13/06/1971;Columbus;Ohio;Business Owner;Premium;1389631,68;22/09/2024
C02271;Emma;Gonzalez;Female;15/12/1960;San Jose;California;Business Owner;Premium;2467792,04;25/02/2026
C02272;John;Wilson;Male;08/12/1968;Indianapolis;Indiana;Business Owner;Retail;330666,52;19/09/2021
C02273;Matthew;Moore;Male;24/08/1978;Columbus;Ohio;Freelancer;Retail;796759,38;21/11/2024
C02274;Matthew;Jones;Male;15/11/1965;Fort Worth;Texas;Business Owner;Wealth;1180192,35;26/12/2019
C02275;Mia;Jackson;Female;03/07/2001;San Diego;California;Retired;Retail;608514,19;14/08/2018
C02276;Matthew;Smith;Male;26/02/2002;Denver;Colorado;Student;Premium;761399,28;21/01/2025
C02277;Abigail;Anderson;Female;07/07/2000;Charlotte;North Carolina;Retired;Retail;288060,5;29/09/2019
C02278;Robert;Johnson;Male;27/07/1968;Los Angeles;California;Student;Premium;1435847,53;10/12/2018
C02279;Robert;Hernandez;Male;20/03/1978;Austin;Texas;Self Employed;Retail;677087,82;19/11/2025
C02280;Natalie;Johnson;Female;09/03/1973;New York;New York;Retired;Retail;568703,24;04/05/2020
C02281;Natalie;Martinez;Female;23/09/1990;Fort Worth;Texas;Business Owner;Retail;433972,16;24/05/2024
C02282;Thomas;Jackson;Male;17/04/1981;San Diego;California;Freelancer;Retail;520628,17;19/10/2022
C02283;Benjamin;Lopez;Male;14/03/1978;San Diego;California;Self Employed;Retail;630710,08;22/06/2023
C02284;Sophia;Hernandez;Female;12/06/1977;Denver;Colorado;Business Owner;Retail;651259,6;30/04/2022
C02285;Hannah;Davis;Female;09/07/1990;San Antonio;Texas;Retired;Retail;454040,99;25/03/2021
C02286;Mia;Taylor;Female;10/01/1967;Fort Worth;Texas;Student;Retail;402715,94;27/12/2023
C02287;Michael;Taylor;Male;27/03/1967;Charlotte;North Carolina;Retired;Premium;1014931,49;11/12/2022
C02288;William;Wilson;Male;22/05/1973;San Diego;California;Self Employed;SME;685872,35;27/08/2019
C02289;Zoe;Moore;Female;15/08/1978;Indianapolis;Indiana;Student;Premium;1597308,26;09/02/2026
C02290;Ryan;Williams;Male;12/03/1989;Columbus;Ohio;Self Employed;Retail;470586,9;31/07/2020
C02291;Joshua;Davis;Male;03/03/1993;Indianapolis;Indiana;Student;Retail;614826,58;27/03/2025
C02292;Charlotte;Hernandez;Female;19/01/2004;Jacksonville;Florida;Student;Premium;631371,71;09/03/2026
C02293;Abigail;Lopez;Female;07/07/1960;Indianapolis;Indiana;Self Employed;Retail;325220,53;18/01/2018
C02294;Andrew;Miller;Male;26/03/1964;Austin;Texas;Student;SME;783037,35;02/11/2020
C02295;Henry;Taylor;Male;25/04/1973;Phoenix;Arizona;Freelancer;Retail;1221663,7;22/01/2024
C02296;Lily;Moore;Female;24/08/1985;Houston;Texas;Retired;Corporate;594642,66;17/03/2021
C02297;James;Brown;Male;01/03/1998;Columbus;Ohio;Self Employed;Premium;645204,38;20/08/2019
C02298;Joshua;Anderson;Male;25/06/1999;San Diego;California;Salaried;SME;314489,71;21/09/2021
C02299;Daniel;Martin;Male;16/02/1985;Charlotte;North Carolina;Retired;Retail;1252636,39;19/09/2023
C02300;Natalie;Davis;Female;24/12/2000;Austin;Texas;Self Employed;Retail;345315,61;19/09/2018
C02301;John;Hernandez;Male;17/07/1985;Nashville;Tennessee;Business Owner;Retail;1278473,58;11/10/2023
C02302;Ryan;Brown;Male;15/05/1990;San Jose;California;Student;Retail;445379,35;16/10/2023
C02303;Ryan;Rodriguez;Male;15/05/1984;Boston;Massachusetts;Retired;Retail;794523,6;02/06/2018
C02304;Zoe;Martinez;Female;04/11/1989;Phoenix;Arizona;Freelancer;Retail;613975,28;26/02/2019
C02305;Emily;Taylor;Female;12/02/1965;New York;New York;Student;Retail;455138,37;02/12/2022
C02306;Joshua;Taylor;Male;23/12/1997;Jacksonville;Florida;Freelancer;Retail;531879,94;07/08/2021
C02307;Hannah;Anderson;Female;07/09/1981;Denver;Colorado;Student;Retail;231626,99;02/09/2021
C02308;Thomas;Johnson;Male;12/09/1969;Philadelphia;Pennsylvania;Business Owner;Retail;530783,85;15/10/2019
C02309;Evelyn;Miller;Female;05/11/1985;Boston;Massachusetts;Student;Retail;376026,99;19/10/2022
C02310;Abigail;Taylor;Female;28/10/1991;Charlotte;North Carolina;Self Employed;Retail;1669672,76;08/10/2019
C02311;Sophia;Brown;Female;25/08/1971;Denver;Colorado;Salaried;Retail;702366,99;26/02/2025
C02312;William;Moore;Male;11/03/1963;San Jose;California;Salaried;Retail;595794,26;08/02/2024
C02313;Zoe;Smith;Female;18/01/1972;New York;New York;Student;SME;487930,48;06/04/2023
C02314;Sophia;Miller;Female;25/02/1967;Philadelphia;Pennsylvania;Self Employed;Retail;299709,62;05/01/2018
C02315;Joseph;Wilson;Male;15/01/1963;San Diego;California;Freelancer;SME;382932,07;01/08/2018
C02316;David;Miller;Male;28/08/2002;Dallas;Texas;Freelancer;SME;252000;02/07/2024
C02317;Zoe;Wilson;Female;04/08/2000;Denver;Colorado;Student;Retail;627824,06;24/07/2022
C02318;Sophia;Jones;Female;20/10/1962;Charlotte;North Carolina;Salaried;Premium;359749,51;13/03/2018
C02319;James;Anderson;Male;06/03/1983;San Diego;California;Student;SME;1298279,56;31/12/2024
C02320;Christopher;Johnson;Male;05/03/2004;Phoenix;Arizona;Student;SME;846746,05;29/03/2018
C02321;Michael;Williams;Male;16/05/2004;Denver;Colorado;Salaried;Premium;582783,79;08/09/2021
C02322;Olivia;Garcia;Female;02/02/2004;San Diego;California;Business Owner;Retail;408892,52;14/04/2024
C02323;Matthew;Moore;Male;09/11/1973;Nashville;Tennessee;Self Employed;SME;1619883,41;29/07/2021
C02324;Sophia;Jackson;Female;23/09/1992;Nashville;Tennessee;Retired;Retail;438760,23;09/07/2022
